genres,movie_id,original_title,plot,cast
"['Action', 'Comedy']",19150,The Crew,Four retired mobsters plan one last crime to save their retirement home.,"['Richard Dreyfuss', 'Burt Reynolds', 'Dan Hedaya']"
"['Action', 'Thriller']",70435,Haywire,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.","['Gina Carano', 'Ewan McGregor', 'Michael Fassbender']"
"['Adventure', 'Thriller']",580,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.","['Lorraine Gary', 'Lance Guest', 'Mario Van Peebles']"
['Drama'],9819,Marvin's Room,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,"['Diane Keaton', 'Meryl Streep', 'Leonardo DiCaprio']"
"['Drama', 'Family']",13579,The Longshots,"The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history.","['Ice Cube', 'Keke Palmer', 'Tasha Smith']"
['Drama'],20024,The End of the Affair,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.","['Ralph Fiennes', 'Stephen Rea', 'Julianne Moore']"
"['Action', 'Thriller']",2453,Harley Davidson and the Marlboro Man,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.","['Mickey Rourke', 'Don Johnson', 'Chelsea Field']"
"['History', 'Drama', 'Thriller']",6973,In the Valley of Elah,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,"['Tommy Lee Jones', 'Charlize Theron', 'Susan Sarandon']"
"['Drama', 'History']",11156,Coco avant Chanel,"2009 biopic about the early life of Coco Chanel. Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar both. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.","['Audrey Tautou', 'Benoît Poelvoorde', 'Alessandro Nivola']"
"['Western', 'Drama']",354110,Forsaken,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.","['Demi Moore', 'Kiefer Sutherland', 'Donald Sutherland']"
"['Drama', 'Comedy', 'Romance']",22215,Chéri,"A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted.","['Michelle Pfeiffer', 'Kathy Bates', 'Rupert Friend']"
"['Drama', 'Romance']",11632,Vanity Fair,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?","['Reese Witherspoon', 'James Purefoy', 'Jonathan Rhys Meyers']"
"['Drama', 'Action', 'History']",30596,十月圍城,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.","['Donnie Yen', 'Wang Xue-qi', 'Tony Leung Ka-Fai']"
"['Horror', 'Thriller']",3021,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.","['John Cusack', 'Samuel L. Jackson', 'Mary McCormack']"
"['Comedy', 'Science Fiction']",957,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?","['Mel Brooks', 'Rick Moranis', 'Bill Pullman']"
"['War', 'Drama']",256917,The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.","['Russell Crowe', 'Olga Kurylenko', 'Yılmaz Erdoğan']"
"['Fantasy', 'Drama', 'Thriller']",251,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.","['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']"
"['Romance', 'Comedy']",544,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.","['Cameron Diaz', 'Ben Stiller', 'Matt Dillon']"
"['Fantasy', 'Drama', 'Comedy']",11395,The Santa Clause,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']"
"['Drama', 'Family']",14635,The Rookie,"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.","['Dennis Quaid', 'Rachel Griffiths', 'Beth Grant']"
"['Comedy', 'Family']",13680,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.","['Dwayne Johnson', 'Madison Pettis', 'Kyra Sedgwick']"
"['Drama', 'Romance']",688,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley']"
"['Action', 'Comedy']",11090,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.","['Rob Schneider', 'Colleen Haskell', 'John C. McGinley']"
"['Drama', 'History']",783,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.","['Ben Kingsley', 'Candice Bergen', 'Edward Fox']"
['Drama'],228194,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,"['Helen Mirren', 'Manish Dayal', 'Om Puri']"
"['Crime', 'Drama', 'Mystery']",1642,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...","['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller']"
['Drama'],10950,I Am Sam,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.","['Sean Penn', 'Michelle Pfeiffer', 'Dianne Wiest']"
['Drama'],235260,Son of God,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.","['Roma Downey', 'Diogo Morgado', 'Louise Delamere']"
"['Fantasy', 'Action', 'Thriller']",277,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.","['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen']"
"['Drama', 'Thriller']",8999,Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.","['Clive Owen', 'Jennifer Aniston', 'Vincent Cassel']"
"['Drama', 'Comedy', 'Crime']",11323,The Informant!,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.","['Matt Damon', 'Scott Bakula', 'Joel McHale']"
"['Drama', 'Romance']",10445,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham","['Anthony Hopkins', 'Debra Winger', 'John Wood']"
['Comedy'],11453,Deuce Bigalow: European Gigolo,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,"['Rob Schneider', 'Eddie Griffin', 'Jeroen Krabbé']"
['Comedy'],146239,Delivery Man,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,"['Vince Vaughn', 'Cobie Smulders', 'Chris Pratt']"
['Thriller'],205588,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.","['Ewan McGregor', 'Stellan Skarsgård', 'Damian Lewis']"
"['Comedy', 'Crime', 'Romance']",10878,Saving Silverman,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.","['Jason Biggs', 'Steve Zahn', 'Jack Black']"
"['Comedy', 'Family']",82650,Diary of a Wimpy Kid: Dog Days,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?","['Zachary Gordon', 'Robert Capron', 'Devon Bostick']"
"['Thriller', 'Drama', 'Crime']",10279,Summer of Sam,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another.","['John Leguizamo', 'Adrien Brody', 'Mira Sorvino']"
['Comedy'],2294,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.","['Kevin Smith', 'Jason Mewes', 'Ben Affleck']"
"['Drama', 'Thriller']",2176,The Glass House,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.","['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård']"
"['Comedy', 'Drama', 'Mystery']",270487,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.","['Josh Brolin', 'George Clooney', 'Alden Ehrenreich']"
"['Comedy', 'Music']",19366,Josie and the Pussycats,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.","['Rachael Leigh Cook', 'Rosario Dawson', 'Tara Reid']"
"['Action', 'Thriller']",204082,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.","['Jason Statham', 'James Franco', 'Izabela Vidovic']"
"['Family', 'Horror']",24100,The Little Vampire,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.","['Richard E. Grant', 'Jonathan Lipnicki', 'Jim Carter']"
"['Comedy', 'Romance']",1599,I Heart Huckabees,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.","['Jason Schwartzman', 'Dustin Hoffman', 'Lily Tomlin']"
"['Action', 'Adventure', 'Crime']",5550,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.","['Robert John Burke', 'Nancy Allen', 'Mario Machado']"
"['Action', 'Science Fiction', 'Thriller']",30379,Megiddo: The Omega Code 2,Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union.,"['Michael York', 'Michael Biehn', 'Diane Venora']"
"['Drama', 'Comedy', 'Thriller']",42586,Darling Lili,"Set in Paris during World War I. Lili Smith/Schmidt is a German spy being requested to go under cover to help Germany during the war, to try and find out their plans. Her ""uncle"" wishes her to fulfill the operation, whereas one of his colleagues believed she is not capable of performing such an operation as she is British. She soon finds herself following Major William Larrabee's every move and spending all her time either with him or thinking of him. Her ""uncle"" realises she's in love with him but Lili is not facing that she is. Things &amp; people are coming between her true fate. But what is it...","['Julie Andrews', 'Rock Hudson', 'Jeremy Kemp']"
"['Comedy', 'Family', 'Romance']",17709,Dudley Do-Right,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?","['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina']"
"['Thriller', 'Action', 'Crime']",287948,The Transporter Refueled,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.","['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol']"
"['Drama', 'Romance']",7548,The Libertine,"The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.","['Johnny Depp', 'Samantha Morton', 'John Malkovich']"
"['Drama', 'Thriller', 'War']",9075,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman']"
"['Romance', 'Drama', 'History']",11661,Joyeux Noël,"In 1914, World War I, the bloodiest war ever at that time in human history, was well under way. However on Christmas Eve, numerous sections of the Western Front called an informal, and unauthorized, truce where the various front-line soldiers of the conflict peacefully met each other in No Man's Land to share a precious pause in the carnage with a fleeting brotherhood.","['Diane Kruger', 'Natalie Dessay', 'Benno Fürmann']"
"['Action', 'Comedy', 'Romance']",109513,Hit & Run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,"['Kristen Bell', 'Dax Shepard', 'Tom Arnold']"
"['Action', 'Comedy', 'Crime']",12085,Mad Money,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,"['Diane Keaton', 'Queen Latifah', 'Katie Holmes']"
"['Mystery', 'Thriller']",204922,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.","['Nicole Kidman', 'Colin Firth', 'Mark Strong']"
"['Action', 'Thriller', 'Adventure']",38985,Sorcerer,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal']"
['Drama'],44113,Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.","['Frances Conroy', 'Robert De Niro', 'Edward Norton']"
"['Romance', 'Drama', 'Comedy']",21494,Molière,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues.","['Romain Duris', 'Fabrice Luchini', 'Edouard Baer']"
"['Thriller', 'Drama', 'Crime']",164457,Out of the Furnace,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.","['Christian Bale', 'Zoe Saldana', 'Woody Harrelson']"
"['Drama', 'Mystery', 'Crime']",4566,Michael Clayton,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton']"
"['Comedy', 'Drama']",17795,My Fellow Americans,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.","['Jack Lemmon', 'James Garner', 'Dan Aykroyd']"
"['Drama', 'Thriller', 'Mystery']",1073,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,"['Jeff Bridges', 'Tim Robbins', 'Joan Cusack']"
"['Animation', 'Adventure', 'Romance']",153158,Metegol,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.","['Juan José Campanella', 'Diego Ramos', 'Pablo Rago']"
"['Romance', 'Comedy']",81836,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.","['Ellen Page', 'Woody Allen', 'Jesse Eisenberg']"
"['Science Fiction', 'Action', 'Adventure']",10724,Firefox,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.","['Clint Eastwood', 'Freddie Jones', 'David Huffman']"
"['Animation', 'Comedy', 'Music']",9473,"South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.","['Trey Parker', 'Matt Stone', 'Mary Kay Bergman']"
"['Comedy', 'Drama']",2196,Death at a Funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,"['Matthew Macfadyen', 'Keeley Hawes', 'Andy Nyman']"
"['Action', 'Adventure', 'Comedy']",1499,Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.","['Paige Turco', 'Stuart Wilson', 'Sab Shimono']"
"['Comedy', 'Romance']",20857,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.","['Keanu Reeves', 'Diane Lane', 'Michael B. Jordan']"
"['Drama', 'Comedy', 'Romance']",82693,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']"
"['Crime', 'Drama']",1646,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.","['Hilary Swank', 'Scott Glenn', 'Imelda Staunton']"
['Drama'],44944,For Colored Girls,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.","['Kimberly Elise', 'Janet Jackson', 'Loretta Devine']"
"['Action', 'Crime', 'Thriller']",4108,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.","['Jason Statham', 'Shu Qi', 'François Berléand']"
"['Drama', 'Action']",8456,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.","['Sean Faris', 'Amber Heard', 'Cam Gigandet']"
"['Horror', 'Thriller', 'Science Fiction']",7341,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.","['Emily Bergl', 'Jason London', 'Amy Irving']"
"['Drama', 'Comedy', 'Romance']",19255,Away We Go,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.","['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo']"
"['Drama', 'Comedy']",10187,Swing Vote,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.","['Kevin Costner', 'Madeline Carroll', 'Paula Patton']"
"['Romance', 'Drama']",31005,Moonlight Mile,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.","['Jake Gyllenhaal', 'Dustin Hoffman', 'Susan Sarandon']"
"['Drama', 'Thriller', 'Mystery']",49517,Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.","['John Hurt', 'Gary Oldman', 'Kathy Burke']"
"['Drama', 'Comedy', 'Romance']",44857,Molly,"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the charge of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck allows her to undergo an experimental medical treatment, with unexpectedly drastic results.","['Elisabeth Shue', 'Aaron Eckhart', 'Jill Hennessy']"
['Drama'],50780,The Beaver,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.","['Jodie Foster', 'Mel Gibson', 'Jennifer Lawrence']"
['Comedy'],16363,The Best Little Whorehouse in Texas,"The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""","['Burt Reynolds', 'Dolly Parton', 'Dom DeLuise']"
"['Action', 'Thriller', 'Science Fiction']",1946,eXistenZ,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,"['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm']"
"['Adventure', 'Action']",85,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['Harrison Ford', 'Karen Allen', 'Paul Freeman']"
"['Comedy', 'Family', 'Adventure']",772,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.","['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara""]"
"['Science Fiction', 'Drama']",840,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr']"
